dataset,model,publication_date,organization_primary,organization,org_category,country,domain,task,training_compute_flop,parameters,training_dataset_size,training_cost_2023usd,training_time_hours,training_time_days,training_power_draw_w,hardware_quantity,citations,training_hardware,hardware_family,model_accessibility,open_weights,training_code_accessibility,confidence,compute_estimation_method
large_scale,Codestral,2024-05-29,Mistral AI,Mistral AI,,France,Language,"Code generation,Code autocompletion",,22200000000.0,,,,,,,,,,Open weights (non-commercial),,Unreleased,Confident,
large_scale,Granite 20B,2024-05-31,IBM Research,IBM Research,,United States of America,Language,Language modeling/generation,3.0000000000001e+23,20000000000.0,,,,,,,,,,Open weights (unrestricted),,Unreleased,Confident,
large_scale,Qwen2-57B-A14B,2024-06-07,Alibaba,Alibaba,,China,Language,"Chat,Language modeling/generation,Question answering",3.7800000000001e+23,57000000000.0,,,,,,,,,,Open weights (unrestricted),,Unreleased,Confident,
large_scale,Qwen2-72B,2024-06-07,Alibaba,Alibaba,,China,Language,"Chat,Language modeling/generation,Question answering",3.02e+24,72710000000.0,,,,,,,,,,Open weights (unrestricted),,Unreleased,Confident,
large_scale,Qwen2-7B,2024-06-07,Alibaba,Alibaba,,China,Language,"Chat,Language modeling/generation,Question answering",2.9400000000001e+23,7000000000.0,,,,,,,,,,Open weights (unrestricted),,Unreleased,Confident,
large_scale,Kling,2024-06-10,Kuaishou Technology,Kuaishou Technology,,China,Video,"Video generation,Image-to-video,Text-to-video",,,,,,,,,,,,Hosted access (no API),,Unreleased,Unknown,
large_scale,Mamba2-Hybrid,2024-06-12,NVIDIA,NVIDIA,,United States of America,Language,"Language modeling/generation,Question answering",1.8186e+23,8660000000.0,,,,,,1024.0,,NVIDIA H100 SXM5 80GB,NVIDIA H100 / H800 / H200,Open weights (unrestricted),,Open source,Likely,
large_scale,Phoenix 1.0 Ultra,2024-06-12,Leonardo AI,Leonardo AI,,Australia,Image generation,"Text-to-image,Image generation",,,,,,,,,,,,API access,,Unreleased,Unknown,
large_scale,Nemotron-4 340B,2024-06-14,NVIDIA,NVIDIA,,United States of America,Language,"Language modeling/generation,Chat,Question answering",1.7999999999999999e+25,340000000000.0,,,2200.0,91.66666666666667,,6144.0,,NVIDIA H100 SXM5 80GB,NVIDIA H100 / H800 / H200,Open weights (unrestricted),,Unreleased,Confident,
large_scale,PLaMo-100B,2024-06-14,Preferred Networks Inc,Preferred Networks Inc,,Japan,Language,Language modeling/generation,1.1999999999999999e+24,100000000000.0,,,,,,,,,,API access,,Unreleased,Confident,
large_scale,JIUTIAN-139MoE,2024-06-15,China Mobile,China Mobile,,China,Language,"Language modeling/generation,Question answering,Code generation",4.3596131e+23,38800000000.0,,,1464.0,61.0,,896.0,,"NVIDIA A800 PCIe,Ascend (昇腾) 910B",NVIDIA A100 / A800,Open weights (unrestricted),,Unreleased,Confident,
large_scale,Gen-3 Alpha,2024-06-17,Runway,Runway,,United States of America,Video,"Video generation,Text-to-video,Image-to-video",,,,,,,,,,,,API access,,Unreleased,Unknown,
large_scale,GLM-4V-9B,2024-06-18,Z.ai (Zhipu AI),"Z.ai (Zhipu AI),Tsinghua University",,China,Multimodal,"Language modeling/generation,Code generation,Question answering,Translation,Visual question answering",,9000000000.0,,,,,,,,,,Open weights (non-commercial),,Unreleased,Likely,
large_scale,Claude 3.5 Sonnet,2024-06-20,Anthropic,Anthropic,,United States of America,Multimodal,"Chat,Image captioning,Code generation,Language modeling/generation",2.700000000000001e+25,,,,,,,,,,,API access,,Unreleased,Speculative,
large_scale,Gemma 2 27B,2024-06-24,Google DeepMind,Google DeepMind,,United States of America,Language,"Language modeling/generation,Chat,Code generation,Question answering,Quantitative reasoning",2.106e+24,27000000000.0,,,,,,6144.0,,Google TPU v5p,Google TPU v5,Open weights (restricted use),,Unreleased,Confident,
large_scale,Gemma 2 9B,2024-06-24,Google DeepMind,Google DeepMind,,United States of America,Language,"Language modeling/generation,Chat,Code generation,Question answering,Quantitative reasoning",4.32e+23,9000000000.0,,,,,,4096.0,,Google TPU v4,Google TPU v4,Open weights (restricted use),,Unreleased,Confident,
large_scale,ESM3 (98B),2024-06-25,EvolutionaryScale,"EvolutionaryScale,University of California (UC) Berkeley",,United States of America,Biology,Protein generation,1.07e+24,98500000000.0,,,,,,,,,,Unreleased,,Unreleased,Confident,
large_scale,Ernie 4.0 Turbo,2024-06-28,Baidu,Baidu,,China,Multimodal,"Vision-language generation,Language modeling/generation,Question answering,Chat,Visual question answering",,,,,,,,,,,,API access,,Unreleased,Unknown,
large_scale,MAP-Neo,2024-07-10,University of Waterloo,"University of Waterloo,01.AI,Wuhan University",,Multinational,Language,"Language modeling/generation,Question answering,Quantitative reasoning,Translation,Code generation",1.89e+23,7000000000.0,,,,,,512.0,,NVIDIA H800 SXM5,NVIDIA H100 / H800 / H200,Open weights (unrestricted),,Open source,Confident,
large_scale,GPT-4o mini,2024-07-18,OpenAI,OpenAI,,United States of America,Multimodal,"Chat,Language modeling/generation,Code generation,Visual question answering",,,,,,,,,,,,API access,,Unreleased,Speculative,
large_scale,Eleven Turbo v2.5,2024-07-19,ElevenLabs,ElevenLabs,,United States of America,Speech,"Text-to-speech (TTS),Speech synthesis",,,,,,,,,,,,API access,,Unreleased,Unknown,
large_scale,DCLM 7B,2024-07-20,Apple,Apple,,United States of America,Language,"Language modeling/generation,Question answering,Quantitative reasoning",1.05e+23,7000000000.0,,,,,,,,NVIDIA H100 SXM5 80GB,NVIDIA H100 / H800 / H200,Open weights (restricted use),,Unreleased,Confident,
large_scale,Llama 3.1-405B,2024-07-23,Meta AI,Meta AI,,United States of America,Language,"Language modeling/generation,Question answering,Code generation,Mathematical reasoning",3.8e+25,405000000000.0,,,2142.0,89.25,,16384.0,,NVIDIA H100 SXM5 80GB,NVIDIA H100 / H800 / H200,Open weights (restricted use),,Open (restricted use),Confident,
large_scale,Llama 3.1-70B,2024-07-23,Meta AI,Meta AI,,United States of America,Language,Language modeling/generation,7.929e+24,70000000000.0,,,,,,,,,,Open weights (restricted use),,Open (restricted use),Confident,
large_scale,Llama 3.1-8B,2024-07-23,Meta AI,Meta AI,,United States of America,Language,Language modeling/generation,1.224e+24,8000000000.0,,,,,,,,,,Open weights (restricted use),,Open (restricted use),Likely,
large_scale,Mistral Large 2,2024-07-24,Mistral AI,Mistral AI,,France,Language,"Language modeling/generation,Translation,Code generation",,123000000000.0,,,,,,,,,,Open weights (non-commercial),,Unreleased,Likely,
large_scale,AFM-on-device,2024-07-29,Apple,Apple,,United States of America,Language,Language modeling/generation,4.5126e+23,2730000000.0,,,,,,2048.0,,Google TPU v5p,Google TPU v5,Hosted access (no API),,Unreleased,Confident,
large_scale,AFM-server,2024-07-29,Apple,Apple,,United States of America,Language,Language modeling/generation,4.3e+24,,,,,,,8192.0,,Google TPU v4,Google TPU v4,Hosted access (no API),,Unreleased,Likely,
large_scale,Midjourney V6.1,2024-07-30,Midjourney,Midjourney,,United States of America,Image generation,Image generation,,,,,,,,,,,,Hosted access (no API),,Unreleased,Unknown,
large_scale,Jais-70B,2024-08-05,G42,"G42,Inception G42",,United Arab Emirates,Language,"Language modeling/generation,Question answering",9.654e+23,70000000000.0,,,,,,64.0,,Cerebras CS-2,Cerebras CS-2,Open weights (restricted use),,Unreleased,Confident,
large_scale,EXAONE 3.0,2024-08-07,LG AI Research,LG AI Research,,Korea (Republic of),Language,"Language modeling/generation,Code generation,Question answering",4e+23,7820000000.0,,,,,,,,NVIDIA H100 SXM5 80GB,NVIDIA H100 / H800 / H200,Open weights (non-commercial),,Unreleased,Confident,
large_scale,Falcon Mamba,2024-08-12,Technology Innovation Institute,Technology Innovation Institute,,United Arab Emirates,Language,"Language modeling/generation,Question answering,Code generation,Quantitative reasoning",3.9391101e+23,7000000000.0,,,1440.0,60.0,,256.0,,NVIDIA H100 SXM5 80GB,NVIDIA H100 / H800 / H200,Open weights (restricted use),,Unreleased,Confident,
large_scale,Grok-2,2024-08-13,xAI,xAI,,United States of America,Multimodal,"Chat,Language modeling/generation,Question answering,Code generation,Visual question answering",2.9599999999999996e+25,,,,,,,,,NVIDIA H100 SXM5 80GB,NVIDIA H100 / H800 / H200,API access,,Unreleased,Confident,
large_scale,Gen-3 Alpha Turbo,2024-08-15,Runway,Runway,,United States of America,Video,"Video generation,Image-to-video",,,,,,,,,,,,API access,,Unreleased,Unknown,
large_scale,Jamba 1.5-Large,2024-08-22,AI21 Labs,AI21 Labs,,Israel,Language,"Language modeling/generation,Chat,Translation,Question answering",,398000000000.0,,,,,,,,NVIDIA H100 SXM5 80GB,NVIDIA H100 / H800 / H200,Open weights (restricted use),,Unreleased,Confident,
large_scale,Pharia-1-LLM-7B,2024-08-26,Aleph Alpha,Aleph Alpha,,Germany,Language,"Language modeling/generation,Translation,Question answering",4.43e+23,7041544704.0,,,,,,256.0,,"NVIDIA A100 SXM4 80 GB,NVIDIA H100 SXM5 80GB",NVIDIA H100 / H800 / H200,Open weights (non-commercial),,Open (non-commercial),Confident,
large_scale,GLM-4-Plus,2024-08-29,Z.ai (Zhipu AI),Z.ai (Zhipu AI),,China,Language,Language modeling,,,,,,,,,,,,API access,,Unreleased,Speculative,
large_scale,Moonshot-v1,2024-09-01,Moonshot,Moonshot,,China,Language,Language modeling/generation,,,,,,,,,,,,,,,Unknown,
large_scale,DeepSeek-V2.5,2024-09-06,DeepSeek,DeepSeek,,China,Language,"Language modeling/generation,Chat,Code generation",1.7892e+24,236000000000.0,,,,,,,,,,Open weights (restricted use),,Unreleased,Confident,
large_scale,o1-mini,2024-09-12,OpenAI,OpenAI,,United States of America,Language,"Code generation,Language modeling/generation,Quantitative reasoning,Chat,Question answering,Translation",,,,,,,,,,,,API access,,Unreleased,Unknown,
large_scale,o1-preview,2024-09-12,OpenAI,OpenAI,,United States of America,Language,"Code generation,Language modeling/generation,Quantitative reasoning,Chat,Question answering,Translation",,,,,,,,,,,,API access,,Unreleased,Unknown,
large_scale,Pixtral 12B,2024-09-17,Mistral AI,Mistral AI,,France,Multimodal,"Language modeling/generation,Question answering,Visual question answering,Code generation",,12400000000.0,,,,,,,,,,Open weights (unrestricted),,Unreleased,Confident,
large_scale,Qwen2.5-32B,2024-09-17,Alibaba,Alibaba,,China,Language,"Language modeling/generation,Question answering,Quantitative reasoning",3.51e+24,32500000000.0,,,,,,,,,,Open weights (unrestricted),,Unreleased,Confident,
large_scale,Qwen2-VL-72B,2024-09-18,Alibaba,Alibaba,,China,Multimodal,"Visual question answering,Video description,Language modeling/generation,Translation,Question answering,Character recognition (OCR),Quantitative reasoning",6.048e+23,72000000000.0,,,,,,,,,,Open weights (restricted use),,Unreleased,Confident,
large_scale,Qwen2.5-Coder (7B),2024-09-18,Alibaba,Alibaba,,China,Language,"Code generation,Code autocompletion,Quantitative reasoning,Question answering,Language modeling/generation",2.5113e+23,7610000000.0,,,,,,,,,,Open weights (unrestricted),,Unreleased,Confident,
large_scale,Qwen2.5-1.5B,2024-09-19,Alibaba,Alibaba,,China,Language,"Language modeling/generation,Question answering,Quantitative reasoning",1.6632e+23,1540000000.0,,,,,,,,,,Open weights (unrestricted),,Unreleased,Confident,
large_scale,Qwen2.5-14B,2024-09-19,Alibaba,Alibaba,,China,Language,"Language modeling/generation,Question answering,Quantitative reasoning",1.58760000000001e+24,14700000000.0,,,,,,,,,,Open weights (unrestricted),,Unreleased,Confident,
large_scale,Qwen2.5-3B,2024-09-19,Alibaba,Alibaba,,China,Language,"Language modeling/generation,Question answering,Quantitative reasoning",3.3372e+23,3090000000.0,,,,,,,,,,Open weights (non-commercial),,Unreleased,Confident,
large_scale,Qwen2.5-72B,2024-09-19,Alibaba,Alibaba,,China,Language,"Language modeling/generation,Question answering,Quantitative reasoning",7.8e+24,72700000000.0,,,,,,,,,,Open weights (unrestricted),,Unreleased,Confident,
large_scale,Qwen2.5-7B,2024-09-19,Alibaba,Alibaba,,China,Language,"Language modeling/generation,Question answering,Quantitative reasoning",8.2188e+23,7610000000.0,,,,,,,,,,Open weights (unrestricted),,Unreleased,Confident,
large_scale,Telechat2-115B,2024-09-20,China Telecom,China Telecom,,China,Language,"Language modeling/generation,Question answering,Quantitative reasoning,Chat,Text summarization,Code generation",6.899999999999999e+24,115000000000.0,,,,,,,,,,Open weights (restricted use),,Open (restricted use),Confident,
large_scale,Kling 1.5 Pro,2024-09-22,Kuaishou Technology,Kuaishou Technology,,China,Video,"Video generation,Text-to-video,Image-to-video",,,,,,,,,,,,API access,,Unreleased,Unknown,
large_scale,Spark 4.0,2024-09-23,iFlytek,iFlytek,,China,Language,Language modeling,,,,,,,,,,,,Unreleased,,,Unknown,
large_scale,Llama 3.2 11B,2024-09-24,Meta AI,Meta AI,,United States of America,Multimodal,"Visual question answering,Image captioning,Object detection",5.79e+23,10600000000.0,,,,,,,,NVIDIA H100 SXM5 80GB,NVIDIA H100 / H800 / H200,Open weights (restricted use),,Unreleased,Confident,
large_scale,Llama 3.2 3B,2024-09-24,Meta AI,Meta AI,,United States of America,Language,"Language modeling/generation,Text summarization,Question answering,Quantitative reasoning,Translation",1.7334e+23,3210000000.0,,,,,,,,NVIDIA H100 SXM5 80GB,NVIDIA H100 / H800 / H200,Open weights (restricted use),,Unreleased,Confident,
large_scale,Llama 3.2 90B,2024-09-24,Meta AI,Meta AI,,United States of America,Multimodal,"Visual question answering,Image captioning,Object detection",,88600000000.0,,,,,,,,NVIDIA H100 SXM5 80GB,NVIDIA H100 / H800 / H200,Open weights (restricted use),,Unreleased,Confident,
large_scale,PixelDance,2024-09-24,ByteDance,ByteDance,,China,Video,"Video generation,Text-to-video,Image-to-video",,,,,,,,,,,,Hosted access (no API),,Unreleased,Unknown,
large_scale,Movie Gen Audio,2024-10-04,Meta AI,Meta AI,,United States of America,Audio,Audio generation,1.4e+23,13000000000.0,,,360.0,15.0,,384.0,,NVIDIA H100 SXM5 80GB,NVIDIA H100 / H800 / H200,Unreleased,,Unreleased,Confident,
large_scale,Movie Gen Video,2024-10-04,Meta AI,Meta AI,,United States of America,Video,"Video generation,Text-to-video,Image-to-video",1.65e+24,30000000000.0,,,331.0,13.791666666666666,,6144.0,,NVIDIA H100 SXM5 80GB,NVIDIA H100 / H800 / H200,Unreleased,,Unreleased,Confident,
large_scale,Aria,2024-10-08,Rhymes AI,Rhymes AI,,United States of America,Multimodal,"Language modeling/generation,Visual question answering,Image captioning,Question answering,Code generation,Video description,Character recognition (OCR)",1.428e+23,24900000000.0,,,,,,,130.0,,,Open weights (unrestricted),,Unreleased,Confident,
large_scale,CogVideoX,2024-10-08,Z.ai (Zhipu AI),"Z.ai (Zhipu AI),Tsinghua University",,China,Video,"Video generation,Text-to-video",,5000000000.0,,,,,,,,,,Open weights (restricted use),,Open source,Confident,
large_scale,Chirp 2 Speech-to-Text,2024-10-09,Google,Google,,United States of America,Speech,"Speech recognition (ASR),Speech-to-text,Translation",,,,,,,,,,,,API access,,Unreleased,Unknown,
large_scale,Firefly Video,2024-10-14,Adobe,Adobe,,United States of America,Video,"Video generation,Text-to-video,Image-to-video",,,,,,,,,,,,Hosted access (no API),,Unreleased,Unknown,
large_scale,Ministral 8B,2024-10-16,Mistral AI,Mistral AI,,France,Language,"Language modeling/generation,Question answering,Code generation,Quantitative reasoning",,8000000000.0,,,,,,,,,,Open weights (non-commercial),,Unreleased,Confident,
large_scale,TeleChat2-35B,2024-10-18,China Telecom,China Telecom,,China,Language,"Language modeling/generation,Question answering,Quantitative reasoning,Chat,Text summarization,Code generation",,35000000000.0,,,,,,,,,,Open weights (restricted use),,Open (restricted use),Confident,
large_scale,Yi-Lightning,2024-10-18,01.AI,01.AI,,China,Language,Language modeling/generation,1.5e+24,,,,720.0,30.0,,2000.0,,NVIDIA H100 SXM5 80GB,NVIDIA H100 / H800 / H200,API access,,Unreleased,Confident,
large_scale,Granite 3.0 2B,2024-10-21,IBM,IBM,,United States of America,Language,"Language modeling/generation,Question answering,Translation,Text summarization,Text classification,Code generation",1.8e+23,2500000000.0,,,,,,768.0,,NVIDIA H100 SXM5 80GB,NVIDIA H100 / H800 / H200,Open weights (unrestricted),,Unreleased,Confident,
large_scale,Granite 3.0 8B,2024-10-21,IBM,IBM,,United States of America,Language,"Language modeling/generation,Question answering,Translation,Text summarization,Text classification,Code generation",5.832e+23,8100000000.0,,,,,,256.0,,NVIDIA H100 SXM5 80GB,NVIDIA H100 / H800 / H200,Open weights (unrestricted),,Unreleased,Confident,
large_scale,Claude 3.5 Haiku,2024-10-22,Anthropic,Anthropic,,United States of America,Language,"Chat,Code generation,Language modeling/generation,Question answering",,,,,,,,,,,,API access,,Unreleased,Unknown,
large_scale,Stable Diffusion 3.5 Large,2024-10-22,Stability AI,Stability AI,,United Kingdom of Great Britain and Northern Ireland,Image generation,"Image generation,Text-to-image",,8100000000.0,,,,,,,,,,Open weights (restricted use),,Unreleased,Confident,
large_scale,Doubao-pro,2024-10-28,ByteDance,ByteDance,,China,Language,"Language modeling/generation,Question answering,Text summarization,Text classification",2.505e+25,500000000000.0,,,,,,,,,,API access,,Unreleased,Likely,
large_scale,Stable Diffusion 3.5 Medium,2024-10-29,Stability AI,Stability AI,,United Kingdom of Great Britain and Northern Ireland,Image generation,"Image generation,Text-to-image",,2500000000.0,,,,,,,,,,Open weights (restricted use),,Unreleased,Confident,
large_scale,Hunyuan-Large,2024-11-06,Tencent,Tencent,,China,Language,"Language modeling/generation,Question answering,Code generation,Translation",3.49237e+24,389000000000.0,,,,,,,,,,Open weights (restricted use),,Open (restricted use),Confident,
large_scale,Qwen2.5-Coder (32B),2024-11-12,Alibaba,Alibaba,,China,Language,"Language modeling/generation,Code generation",1.0725e+24,32500000000.0,,,,,,,,,,Open weights (unrestricted),,Unreleased,Confident,
large_scale,bailing-pro-1120,2024-11-15,Ant Group,Ant Group,,China,Language,"Language modeling/generation,Question answering",,,,,,,,,,,,Unreleased,,Unreleased,Unknown,
large_scale,360gpt2-pro,2024-11-29,360 Security Technology,360 Security Technology,,China,Language,Language modeling,,,,,,,,,,,,,,,Unknown,
large_scale,abab7,2024-11-29,MiniMax,MiniMax,,China,Language,Language modeling/generation,,,,,,,,,,,,API access,,Unreleased,Unknown,
large_scale,Amazon Nova Canvas,2024-12-03,Amazon,Amazon,,United States of America,Image generation,"Image generation,Text-to-image",,,,,,,,,,"Amazon Trainium1,NVIDIA A100,NVIDIA H100 SXM5 80GB",NVIDIA H100 / H800 / H200,API access,,Unreleased,Unknown,
large_scale,Amazon Nova Pro,2024-12-03,Amazon,Amazon,,United States of America,Multimodal,"Language modeling/generation,Retrieval-augmented generation,Visual question answering,Image captioning,Video description,Character recognition (OCR),Code generation,Translation",6.000010000000001e+24,,,,,,,,,"Amazon Trainium1,NVIDIA A100,NVIDIA H100 SXM5 80GB",NVIDIA H100 / H800 / H200,API access,,Unreleased,Speculative,
large_scale,Hunyuan Video,2024-12-03,Tencent,Tencent,,China,Video,"Video generation,Text-to-video",1.4814815e+23,13000000000.0,,,,,,,,,,Open weights (restricted use),,Unreleased,Confident,
large_scale,o1,2024-12-05,OpenAI,OpenAI,,United States of America,Multimodal,"Code generation,Language modeling/generation,Quantitative reasoning,Chat,Question answering,Translation,Mathematical reasoning",,,,,,,,,,,,API access,,Unreleased,Unknown,
large_scale,Llama 3.3 70B,2024-12-06,Meta AI,Meta AI,,United States of America,Language,"Language modeling/generation,Question answering,Translation,Code generation",6.8649768e+24,70000000000.0,,,,,,,,NVIDIA H100 SXM5 80GB,NVIDIA H100 / H800 / H200,Open weights (restricted use),,Unreleased,Confident,
large_scale,EXAONE 3.5 32B,2024-12-09,LG AI Research,LG AI Research,,Korea (Republic of),Language,"Language modeling/generation,Question answering,Translation",1.25e+24,32000000000.0,,,,,,,,,,Open weights (non-commercial),,Unreleased,Confident,
large_scale,EXAONE 3.5 7.8B,2024-12-09,LG AI Research,LG AI Research,,Korea (Republic of),Language,"Language modeling/generation,Question answering,Translation",4.21e+23,7800000000.0,,,,,,,,,,Open weights (non-commercial),,Unreleased,Confident,
large_scale,Sora Turbo,2024-12-09,OpenAI,OpenAI,,United States of America,Video,"Video generation,Text-to-video",,,,,,,,,,,,Hosted access (no API),,Unreleased,Unknown,
large_scale,Gemini 2.0 Flash,2024-12-11,Google DeepMind,"Google DeepMind,Google",,United States of America,Multimodal,"Language modeling/generation,Question answering,Visual question answering,Speech recognition (ASR),Code generation,Quantitative reasoning,Video description,Translation,Chat,Table tasks,Search,Text summarization",,,,,,,,,,Google TPU v6e Trillium,Google TPU v6,API access,,Unreleased,Unknown,
large_scale,Gemini 2.0 Pro,2024-12-11,Google DeepMind,Google DeepMind,,United States of America,Multimodal,"Code generation,Language modeling/generation,Question answering,Visual question answering,Speech recognition (ASR),Video description",,,,,,,,,,,,Hosted access (no API),,Unreleased,Unknown,
large_scale,Phi-4,2024-12-12,Microsoft Research,Microsoft Research,,United States of America,Language,"Language modeling/generation,Question answering,Code generation,Quantitative reasoning",9.3202015e+23,14000000000.0,,,504.0,21.0,,1920.0,,NVIDIA H100 SXM5 80GB,NVIDIA H100 / H800 / H200,Open weights (unrestricted),,Unreleased,Confident,
large_scale,Veo 2,2024-12-16,Google DeepMind,Google DeepMind,,United States of America,Video,"Video generation,Text-to-video,Image-to-video",,,,,,,,,,,,API access,,Unreleased,Unknown,
large_scale,Falcon3-7B,2024-12-17,Technology Innovation Institute,Technology Innovation Institute,,United Arab Emirates,Language,"Language modeling/generation,Question answering,Code generation",5.88e+23,7000000000.0,,,,,,1024.0,,NVIDIA H100 SXM5 80GB,NVIDIA H100 / H800 / H200,Open weights (unrestricted),,Unreleased,Confident,
large_scale,Granite 3.1 2B,2024-12-18,IBM,IBM,,United States of America,Language,"Language modeling/generation,Question answering,Translation",1.8e+23,2500000000.0,,,,,,,,NVIDIA H100 SXM5 80GB,NVIDIA H100 / H800 / H200,Open weights (unrestricted),,Unreleased,Confident,
large_scale,Granite 3.1 8B,2024-12-18,IBM,IBM,,United States of America,Language,"Language modeling/generation,Question answering,Translation",5.832e+23,8100000000.0,,,,,,,,NVIDIA H100 SXM5 80GB,NVIDIA H100 / H800 / H200,Open weights (unrestricted),,Unreleased,Confident,
large_scale,Kling 1.6 Pro,2024-12-19,Kuaishou Technology,Kuaishou Technology,,China,Video,"Video generation,Text-to-video,Image-to-video",,,,,,,,,,,,API access,,Unreleased,Unknown,
large_scale,o3,2024-12-20,OpenAI,OpenAI,,United States of America,Multimodal,"Language modeling/generation,Question answering,Quantitative reasoning,Code generation,Visual question answering,Search,Instruction interpretation,Visual puzzles",,,,,,,,,,,,API access,,Unreleased,Unknown,
large_scale,DeepSeek-V3,2024-12-24,DeepSeek,DeepSeek,,China,Language,"Language modeling/generation,Code generation,Quantitative reasoning,Question answering",3.3e+24,671000000000.0,,,,,,2048.0,,NVIDIA H800 SXM5,NVIDIA H100 / H800 / H200,Open weights (restricted use),,Unreleased,Confident,
large_scale,OLMo 2 Furious 13B,2024-12-31,Allen Institute for AI,"Allen Institute for AI,University of Washington,New York University (NYU)",,United States of America,Language,"Language modeling/generation,Question answering",4.6e+23,13000000000.0,,,,,,,,NVIDIA H100 SXM5 80GB,NVIDIA H100 / H800 / H200,Open weights (unrestricted),,Open source,Confident,
large_scale,OLMo 2 Furious 7B,2024-12-31,Allen Institute for AI,"Allen Institute for AI,University of Washington,New York University (NYU)",,United States of America,Language,"Language modeling/generation,Question answering",1.8e+23,7000000000.0,,,,,,,,NVIDIA H100 SXM5 80GB,NVIDIA H100 / H800 / H200,Open weights (unrestricted),,Open source,Confident,
large_scale,"Cosmos-1.0-
Diffusion-14B Video2World",2025-01-07,NVIDIA,NVIDIA,,United States of America,Robotics,"Robotic manipulation,Self-driving car,Video generation",2.7999999999999996e+24,14000000000.0,,,,,,10000.0,,NVIDIA H100 SXM5 80GB,NVIDIA H100 / H800 / H200,Open weights (restricted use),,Unreleased,Likely,
large_scale,Cosmos-Predict1-14b-Video2World,2025-01-07,NVIDIA,NVIDIA,,United States of America,Video,"Robotic manipulation,System control,Video generation",2.7999999999999996e+24,14000000000.0,,,,,,10000.0,,NVIDIA H100 SXM5 80GB,NVIDIA H100 / H800 / H200,Open weights (restricted use),,Unreleased,Likely,
large_scale,Cosmos-Predict1-7b-Video2World,2025-01-07,NVIDIA,NVIDIA,,United States of America,Video,"Robotic manipulation,System control,Video generation",1.3999999999999998e+24,7000000000.0,,,,,,10000.0,,NVIDIA H100 SXM5 80GB,NVIDIA H100 / H800 / H200,Open weights (restricted use),,Unreleased,Likely,
large_scale,SenseNova Unified Large Model,2025-01-13,SenseTime,SenseTime,,Hong Kong,Language,,,,,,,,,,,,,,,,Unknown,
large_scale,MiniMax-Text-01,2025-01-14,MiniMax,MiniMax,,China,Language,"Language modeling/generation,Question answering",3.1417632e+24,456000000000.0,,,,,,,,NVIDIA H800 SXM5,NVIDIA H100 / H800 / H200,Open weights (restricted use),,Unreleased,Likely,
large_scale,MiniMax-VL-01,2025-01-14,MiniMax,MiniMax,,China,Multimodal,"Visual question answering,Language modeling/generation,Question answering",2.1238848e+24,,,,,,,,,NVIDIA H800 SXM5,NVIDIA H100 / H800 / H200,Open weights (restricted use),,Unreleased,Likely,
large_scale,MiniMax Speech-01-HD (T2A-01-HD),2025-01-15,MiniMax,MiniMax,,China,Speech,"Text-to-speech (TTS),Speech synthesis",,,,,,,,,,,,API access,,Unreleased,Unknown,
large_scale,DeepSeek-R1,2025-01-20,DeepSeek,DeepSeek,,China,Language,"Language modeling/generation,Code generation,Quantitative reasoning,Question answering",3.4999999999999997e+24,671000000000.0,,,,,,,,,,Open weights (unrestricted),,Unreleased,Confident,
large_scale,Doubao-1.5-pro,2025-01-22,ByteDance,ByteDance,,China,Language,Language generation,,,,,,,,,,,,Hosted access (no API),,Unreleased,Confident,
large_scale,Qwen2.5-Max,2025-01-28,Alibaba,Alibaba,,China,Language,"Language modeling/generation,Question answering,Code generation",,,,,,,,,,,,API access,,Unreleased,Unknown,
large_scale,Mistral Small 3,2025-01-30,Mistral AI,Mistral AI,,France,Language,"Language modeling/generation,Question answering,Quantitative reasoning,Code generation,Translation",1.152e+24,24000000000.0,,,,,,,,,,Open weights (unrestricted),,Unreleased,Confident,
large_scale,o3-mini,2025-01-31,OpenAI,OpenAI,,United States of America,Language,"Language modeling/generation,Question answering,Quantitative reasoning,Code generation",,,,,,,,,,,,API access,,Unreleased,Unknown,
large_scale,YAYI-Ultra,2025-02-15,Yayi (Wenge),Yayi (Wenge),,China,Multimodal,"Language modeling/generation,Code generation,Question answering,Visual question answering,Character recognition (OCR)",,,,,,,,,,,,Hosted access (no API),,Unreleased,Unknown,
large_scale,Grok 3,2025-02-17,xAI,xAI,,United States of America,Multimodal,"Chat,Language modeling/generation,Question answering,Code generation,Visual question answering",3.5000000000000006e+26,3000000000000.0,,,2160.0,90.0,,80000.0,,NVIDIA H100 SXM5 80GB,NVIDIA H100 / H800 / H200,API access,,Unreleased,Likely,
large_scale,Step-1,2025-02-18,StepFun,StepFun,,China,Language,"Language modeling/generation,Question answering",6.24e+23,130000000000.0,,,,,,,,,,Unreleased,,Unreleased,Confident,
large_scale,Evo 2 40B,2025-02-19,Arc Institute,"Arc Institute,Stanford University,NVIDIA,Liquid,University of California (UC) Berkeley,Goodfire,Columbia University,University of California San Francisco",,United States of America,Biology,Protein or nucleotide language model (pLM/nLM),2.25e+24,40300000000.0,,,,,,,,,,Open weights (unrestricted),,Open source,Confident,
large_scale,Evo 2 7B,2025-02-19,Arc Institute,"Arc Institute,Stanford University,NVIDIA,Liquid,University of California (UC) Berkeley,Goodfire,Columbia University,University of California San Francisco",,United States of America,Biology,Protein or nucleotide language model (pLM/nLM),1.008e+23,7000000000.0,,,,,,,,,,Open weights (unrestricted),,Open source,Confident,
