id,title,megawatts,primary_company,companies,continent,country,region,city,status_class,status_raw,energy_class,energy_raw,focus_class,focus_raw,start_year,lat,lng,geo_precision,source_url
odata-qr03-queretaro-ai-campus-mexico,ODATA — QR03 Querétaro AI Campus,150.0,ODATA (Aligned Data Centers),ODATA (Aligned Data Centers),North America,Mexico,Querétaro,El Marqués,Under construction,under_construction,Unknown,Unknown,General cloud,General Cloud,,20.561,-100.317,exact,https://www.capacitymedia.com/article/odata-announces-largest-single-campus-in-mexico
apple-prineville-oregon-data-center,"Apple — Prineville, Oregon Data Center",120.0,Apple,Apple,North America,United States,Oregon,Prineville,Operational,operational,Renewable,Renewable,Inference,"Inference (Apple Intelligence, iCloud, Siri AI)",2012,44.302,-120.835,exact,https://www.apple.com/environment/pdf/Apple_Environmental_Progress_Report_2024.pdf;
equinix-sv18-silicon-valley-california,Equinix SV18 Silicon Valley (California),117.0,Equinix,Equinix,North America,United States,Silicon Valley,San Jose,Planned,planned,Renewable,Renewable (Utility PPA),General cloud,Hyperscale and Cloud Interconnection,2026,37.234,-121.785,exact,https://www.equinix.com/newsroom/press-releases/2026/02/equinix-silicon-valley-sv18-data-center
microsoft-markham-ai-megaproject-canada,Microsoft — Markham AI Megaproject,112.0,Microsoft,Microsoft,North America,Canada,Ontario,Markham,Under construction,under_construction,Unknown,Unknown,Training,Training,,43.856,-79.337,exact,https://www.goranbrelih.com/toronto-data-center-market-report-2025/
crusoe-energy-ai-cloud-colorado,Crusoe Energy — AI Cloud Data Centers (US),100.0,Crusoe Energy Systems,Crusoe Energy Systems,North America,United States,Colorado,Denver,Operational,operational,Mixed,Mixed (stranded gas conversion),Training & inference,"Training, Inference (GPU cloud, sustainable AI compute)",2018,39.733,-104.984,exact,https://www.crusoeenergy.com/;
estruxture-cal-3-hyperscale-data-center-calgary,eStruxture's CAL-3 Hyperscale Data Center (Calgary),90.0,eStruxture Data Centres,eStruxture Data Centres,North America,Canada,Western Canada,Balzac,Under construction,under_construction,Gas,Natural Gas (Grid),Unknown,Unknown,,51.213,-114.008,exact,https://www.estruxture.com/press-releases/estruxture-announces-albertas-largest-data-center-introducing-the-groundbreaking-cal-3-facility;
aws-canada-west-calgary-region,Amazon Web Services — Canada West Region (Calgary),80.0,Amazon,Amazon Web Services,North America,Canada,Alberta,Calgary,Operational,operational,Mixed,Mixed (renewable targets),Inference,"Inference (AWS AI services, Canadian data residency)",2023,51.045,-114.057,exact,https://aws.amazon.com/blogs/aws/new-aws-canada-west-region/;
waymo-google-autonomous-driving-ai-cluster,Waymo / Google — Autonomous Driving AI Training Cluster,80.0,Google,Google,North America,United States,California,Mountain View,Operational,operational,Renewable,Renewable,Training,Training (autonomous driving simulation and perception models),2020,37.422,-122.0841,exact,https://waymo.com/research/;
inflection-ai-midwest-data-center-us,Microsoft — Inflection AI Pi Infrastructure (Midwest),50.0,Microsoft,Microsoft; Inflection AI,North America,United States,Midwest,Chicago,Operational,operational,Mixed,Mixed,Inference,Inference (Pi AI assistant),2023,41.8781,-87.6298,exact,https://inflection.ai/;
oklo-aurora-nuclear-powerhouse-ai-data-centers,Oklo's Aurora Nuclear Powerhouse for AI Data Centers,50.0,Oklo Inc.,Oklo Inc.,North America,United States,Western United States,Arco,Planned,planned,Nuclear,Nuclear (Fast Reactors),Unknown,Unknown,,43.626,-113.302,exact,https://www.datacenterdynamics.com/en/news/sam-altman-backed-nuclear-breeder-reactor-firm-oklo-to-go-public-via-spac/;
equinix-da12-dallas-texas,Equinix DA12 Dallas (Texas),40.0,Equinix,Equinix,North America,United States,Dallas,Dallas,Under construction,under_construction,Renewable,Renewable (Utility PPA),AI (unspecified),High-Density AI and Machine Learning,2026,32.818,-96.84,exact,https://www.equinix.com/newsroom/press-releases/2026/02/equinix-dallas-da12-data-center-investment
aurora-supercomputer-argonne-national-laboratory,Aurora Supercomputer — Argonne National Laboratory,38.7,Argonne National Laboratory,Argonne National Laboratory; Intel; Hewlett Packard Enterprise,North America,United States,Illinois,Lemont,Operational,operational,Unknown,Unknown,Training,training,2025,41.718,-87.9782,exact,https://www.alcf.anl.gov/aurora;
cerebras-systems-ai-wafer-cluster-us,Cerebras Systems — Condor Galaxy AI Supercomputer,30.0,Cerebras Systems,Cerebras Systems; G42,North America,United States,Texas,Dallas,Operational,operational,Mixed,Mixed,Training,"Training (large language models, scientific AI)",2023,32.7767,-96.797,exact,https://cerebras.net/product/condor-galaxy/;
el-capitan-supercomputer-llnl-california,El Capitan Supercomputer — Lawrence Livermore National Laboratory,29.68,Lawrence Livermore National Laboratory,Lawrence Livermore National Laboratory; Hewlett Packard Enterprise; AMD,North America,United States,California,Livermore,Operational,operational,Unknown,Unknown,Training,training,2024,37.6933,-121.7162,exact,https://asc.llnl.gov/exascale/el-capitan;
yondr-toronto-ai-data-center-canada,Yondr — Toronto AI Data Center,27.0,Yondr Group,Yondr Group,North America,Canada,Ontario,Toronto,Under construction,under_construction,Unknown,Unknown,Unknown,Unknown,,43.653,-79.383,exact,https://www.blackridgeresearch.com/project/yondr-group-toronto-data-center-canada
frontier-supercomputer-oak-ridge-tennessee,Frontier Supercomputer — Oak Ridge National Laboratory,24.61,Oak Ridge National Laboratory,Oak Ridge National Laboratory; Hewlett Packard Enterprise; AMD,North America,United States,Tennessee,Oak Ridge,Operational,operational,Unknown,Unknown,Training,training,2022,35.9313,-84.3104,exact,https://www.olcf.ornl.gov/frontier/;
amazon-ec2-virginia-hyperscale-campus,AWS US East (Northern Virginia) Region,,Amazon,Amazon Web Services,North America,United States,US East (Northern Virginia),,Operational,operational AWS cloud region,Unknown,Region-level carbon-free energy matching; delivered facility mix not disclosed,General cloud,AWS cloud-region infrastructure; facility-specific AI workload class not disclosed,2006,32.3647,-84.9554,region,https://aws.amazon.com/about-aws/global-infrastructure/;
amazon-nuclear-powered-data-center-acquisition,AWS Susquehanna-Cumulus Nuclear Data Center Campus,,Amazon,Amazon Web Services; Talen Energy,North America,United States,"Salem Township / Berwick, Pennsylvania",Berwick,Operational,existing Susquehanna-adjacent AWS data-center campus with broader front-of-the-meter transition,Unknown,Talen supplies AWS from Susquehanna through direct-connect and front-of-the-meter power arrangements.,General cloud,AWS Susquehanna-adjacent AI and cloud data-center campus tied to Talen nuclear power supply,2024,41.057,-76.142,exact,https://www.datacenterdynamics.com/en/news/aws-acquires-talens-nuclear-data-center-campus-in-pennsylvania/;
aws-mississippi-ai-data-center,AWS Madison County Mississippi Data Center Complexes,,Amazon,Amazon Web Services,North America,United States,"Madison County, Mississippi",,Operational,Canton operating and Ridgeland in early construction as of June 2026; combined Madison County AWS data-center complexes still developing,Renewable,AWS renewable matching and Entergy grid infrastructure; selected 1.3 GW energy-project capacity removed from data-center capacity,Training & inference,"Cloud computing, training, and inference infrastructure",2024,32.6308,-90.0041,region,https://www.aboutamazon.com/news/aws/aws-10-billion-investment-mississippi;
aws-oregon-ai-infrastructure-expansion,AWS Eastern Oregon Data Center Expansion,,Amazon,Amazon Web Services,North America,United States,Eastern Oregon,,Planned,planned / land-use-approved regional expansion; individual project construction status varies and is not selected,Unknown,Facility-level energy procurement not disclosed for the selected expansion record; existing Oregon AWS renewable procurement context noted,Unknown,Facility-specific AI workload class not disclosed; source set supports data-center and exascale planning context,2024,45.3172,-118.0916,region,https://www.morrowcountyor.gov/sites/default/files/fileattachments/planning_commission/meeting/16789/08272024_agenda.pdf;
aws-richmond-county-north-carolina-ai-campus,AWS Richmond County AI and Cloud Infrastructure Campus,,Amazon,Amazon Web Services,North America,United States,"Richmond County, North Carolina",,Under construction,under construction; October 2025 groundbreaking reported,Unknown,Facility-level power source or procurement not disclosed,General cloud,AWS AI and cloud computing infrastructure,2025,35.0288,-79.7333,region,https://www.aboutamazon.com/news/aws/aws-investment-north-carolina-ai-cloud-infrastructure;
aws-us-government-ai-supercomputing-expansion,AWS U.S. Government AI and HPC Infrastructure Expansion,,Amazon,Amazon Web Services,North America,United States,"AWS Top Secret, AWS Secret, and AWS GovCloud (US) Regions",,Announced,announced; set to break ground in 2026,Unknown,Delivered energy mix for new government AI/HPC capacity not disclosed,AI (unspecified),Government AI and high-performance computing,2026,39.7837,-100.4459,country,https://www.aboutamazon.com/news/company-news/amazon-ai-investment-us-federal-agencies;
coreweave-ai-data-centers-us,CoreWeave AI Data Center Portfolio (US),,CoreWeave,CoreWeave; NVIDIA,North America,United States,United States AI cloud portfolio; public portfolio scale reported globally,,Operational,operational portfolio,Unknown,Energy procurement not disclosed at facility level,Training & inference,GPU cloud infrastructure for AI training and inference,,39.7837,-100.4459,country,https://www.coreweave.com/ai-data-centers;
diablo-canyon-ai-integration-project,Diablo Canyon Nuclear AI Operations Project,,Pacific Gas and Electric Company (PG&E),Pacific Gas and Electric Company (PG&E); Atomic Canyon; NVIDIA,North America,United States,"Avila Beach, California",Avila Beach,Operational,AI document-search deployment at operating nuclear plant; no data-center capacity claim,Nuclear,Nuclear plant operations context; selected plant-generation MW removed from data-center capacity,AI (unspecified),Nuclear-plant generative AI operations tooling; not data-center compute capacity,2024,35.2108,-120.8561,exact,https://investor.pgecorp.com/news-events/press-releases/press-release-details/2024/PGE-Launches-First-Commercial-Deployment-of-On-Site-Generative-AI-Solution-for-the-Nuclear-Energy-Sector-at-Diablo-Canyon/default.aspx;
digital-realty-project-bunkhouse-georgia,Project Bunkhouse Bartow County Data Center,,Digital Realty,Digital Realty; Taurus DC SPE LLC,North America,United States,"Stilesboro / Bartow County, Georgia",,Planned,planned; rezoning/land-use approval recorded June 2025,Unknown,Facility-level power source or procurement not disclosed; existing transmission/substation context noted,Unknown,Facility-specific AI workload class not disclosed,2025,34.1048,-84.9158,region,https://cms2.revize.com/revize/bartowcounty/CommissionerOffice/MINUTES.PUBLIC_MEETING_6-4-2025.pdf;
google-fort-wayne-indiana-ai-campus,Google Fort Wayne Data Center Campus,,Google,Google,North America,United States,Indiana,Fort Wayne,Operational,reported operational in December 2025; expansion and site work continue,Grid,Clean-energy procurement and grid collaboration disclosed; emergency diesel backup expansion also disclosed,General cloud,Google AI innovation and Google Cloud services,2024,41.012,-85.068,exact,https://blog.google/innovation-and-ai/infrastructure-and-cloud/global-network/google-data-centers-ai-skills-investments/;
google-gemini-cluster-iowa-nebraska,Google Iowa-Nebraska AI Data Center Cluster,,Google,Google,North America,United States,Iowa-Nebraska cluster,Council Bluffs,Unknown,regional Google data-center footprint with ongoing expansion,Unknown,Official sources confirm regional data-center footprint; selected energy mix remains grid with renewable procurement context.,General cloud,Google Iowa and Nebraska cloud and AI data-center footprint,2024,41.2588,-95.8519,city,https://www.distilled.earth/p/these-data-centers-are-getting-really;
google-nebraska-mega-campus-private-gas-power,Google Nebraska Reported Mega-Campus Proposal,,Google,Google; Tenaska,North America,United States,Nebraska,,Planned,publicly reported proposal; not operator-confirmed,Gas,Reported private combined-cycle natural gas plant with carbon capture,General cloud,Reported hyperscale AI/cloud data-center proposal,2026,41.737,-99.5874,region,https://flatwaterfreepress.org/google-proposes-nebraska-data-center-requiring-more-power-than-all-of-lincoln/;
google-wilbarger-county-texas-ai-campus,Google Wilbarger County Data Center,,Google,Google; AES,North America,United States,"Wilbarger County, Texas",,Under construction,Google says the Wilbarger County data center is under construction.,Unknown,"Google says the Wilbarger County data center will be co-located with, or built alongside, new clean power developed by AES.",Unknown,Google data-center infrastructure; facility-level AI workload class not disclosed,2026,34.0265,-99.2086,region,https://blog.google/innovation-and-ai/infrastructure-and-cloud/global-network/data-center-wilbarger-county/;
ibm-watson-ai-us-data-centers,IBM watsonx AI Platform Infrastructure,,IBM,IBM,North America,United States,IBM watsonx / IBM Cloud U.S. platform scope,,Operational,operational IBM watsonx platform; facility scope not selected,Unknown,Facility-level energy procurement not disclosed for selected watsonx platform scope,Training & inference,"Enterprise AI platform for training, tuning, deployment, inference, and governance; facility-specific workload class not selected",2023,39.7837,-100.4459,country,https://www.ibm.com/products/watsonx;
meta-ashburn-virginia-ai-data-center,Meta Henrico Data Center (Virginia),,Meta,Meta,North America,United States,"Henrico County, Virginia",,Operational,operational; serving traffic since August 2020,Renewable,100% clean and renewable energy matched; Virginia renewable-energy additions,Unknown,Meta data-center infrastructure; facility-specific AI workload class not disclosed,2017,37.5131,-77.3465,region,https://datacenters.atmeta.com/us-locations/;
meta-cortland-illinois-ai-training-campus,Meta DeKalb Data Center,,Meta,Meta,North America,United States,"DeKalb, Illinois",DeKalb,Operational,Meta says the DeKalb Data Center is serving traffic.,Renewable,Meta says the DeKalb Data Center is supported by 100% renewable energy and associated Illinois renewable projects.,Unknown,Meta global infrastructure; facility-level AI training workload not disclosed,2023,41.9299,-88.7502,city,https://datacenters.atmeta.com/2023/11/dekalb-we-are-online/;
microsoft-atlanta-ai-campus-georgia,Microsoft Fairwater Atlanta AI Datacenter,,Microsoft,Microsoft,North America,United States,"Atlanta, Georgia",Atlanta,Operational,Microsoft says the Atlanta AI datacenter began operation in October 2025.,Unknown,"Microsoft discloses advanced closed-loop cooling for Fairwater Atlanta, but not the delivered energy mix.",AI (unspecified),"Microsoft Fairwater AI datacenter supporting OpenAI, Microsoft AI, Copilot, and other leading AI workloads",2025,33.6374,-84.4298,city,https://news.microsoft.com/source/features/ai/from-wisconsin-to-atlanta-microsoft-connects-datacenters-to-build-its-first-ai-superfactory/;
microsoft-boydton-virginia-ai-campus,Microsoft Boydton / Mecklenburg County Data Center Campus,,Microsoft,Microsoft,North America,United States,"Mecklenburg County, Virginia",Boydton,Operational,operational and expanding Mecklenburg County datacenter campus,Unknown,Virginia-level procurement commitments; Boydton delivered site energy mix not disclosed,General cloud,Cloud data-center infrastructure; facility-specific AI workload class not disclosed,2010,36.667,-78.387,exact,https://local.microsoft.com/communities/americas/southern-virginia/;
microsoft-iowa-ai-training-campus,Microsoft West Des Moines AI Datacenter Cluster,,Microsoft,Microsoft,North America,United States,"West Des Moines, Iowa",West Des Moines,Operational,operational West Des Moines datacenter cluster with ongoing expansions,Renewable,Microsoft says it matches 100% of energy used by Iowa datacenters with renewable energy; facility-level hourly supply is not selected,Training,Azure/OpenAI AI training supercomputer hosted in Iowa; cluster also supports general cloud workloads,2012,41.5774,-93.7114,exact,https://news.microsoft.com/source/features/ai/west-des-moines-iowa-ai-supercomputer/;
microsoft-lordstown-ohio-stargate,Stargate Lordstown Data Center (Ohio),,SoftBank,SoftBank; OpenAI; Oracle,North America,United States,"Lordstown, Ohio",Lordstown,Under construction,under construction / preparation work underway,Unknown,Facility-level power source or procurement not disclosed,AI (unspecified),Stargate high-performance AI compute; facility-specific workload split not disclosed,2025,41.171,-80.763,exact,https://openai.com/index/five-new-stargate-sites/;
microsoft-northern-virginia-ai-data-centers,Microsoft Azure Virginia AI Data Centers,,Microsoft,Microsoft,North America,United States,Virginia,,Operational,operational and under construction regional portfolio,Renewable,Grid with Microsoft renewable-energy procurement commitments,General cloud,Azure cloud and AI infrastructure,,37.1232,-78.4928,region,https://local.microsoft.com/communities/americas/northern-virginia/;
microsoft-openai-stargate-new-mexico,Project Jupiter Dona Ana County AI Data Center,,Oracle,Oracle; OpenAI; Stack Infrastructure; BorderPlex Digital Assets,North America,United States,"Dona Ana County, New Mexico",,Under construction,under construction; April 2026 project update reports 1M+ hours worked,Unknown,On-site Bloom Energy fuel-cell microgrid; fuel/feedstock not selected,General cloud,Oracle Cloud / OpenAI Stargate AI infrastructure; workload split not disclosed,2025,32.3282,-106.8494,region,https://openai.com/index/five-new-stargate-sites/;
nvidia-eos-supercomputer-santa-clara-california,NVIDIA Eos AI Supercomputer,,NVIDIA,NVIDIA,North America,United States,,,Operational,operational,Unknown,Unknown,Training,training,2023,39.7837,-100.4459,country,https://blogs.nvidia.com/blog/eos/;
oracle-ai-cloud-infrastructure-us,Oracle AI Cloud Infrastructure (US Portfolio),,Oracle,Oracle; NVIDIA; OpenAI,North America,United States,United States OCI AI infrastructure and Stargate pipeline context,,Operational,operational platform and development pipeline,Unknown,Energy procurement not disclosed at facility level,Training & inference,OCI AI infrastructure and Stargate training/inference capacity,,39.7837,-100.4459,country,https://www.oracle.com/ai-infrastructure/;
oracle-generation-2-cloud-us-ashburn,Oracle Cloud Infrastructure - US East (Ashburn),,Oracle,Oracle,North America,United States,Northern Virginia,Ashburn,Operational,operational OCI public cloud region,Unknown,Facility-level delivered energy mix not disclosed for US East (Ashburn),AI (unspecified),OCI region with Generative AI availability and AI infrastructure context,2017,39.0438,-77.4874,exact,https://www.oracle.com/cloud/public-cloud-regions/;
stargate-ai-supercomputer,OpenAI Stargate U.S. Infrastructure Program,,OpenAI,OpenAI; SoftBank; Oracle; MGX; NVIDIA; Arm; Microsoft,North America,United States,United States Stargate program,,Planned,planned / multi-site U.S. AI infrastructure program with initial sites under development,Unknown,Unknown; energy and power arrangements vary by Stargate site,Training & inference,OpenAI training and inference infrastructure across multiple U.S. Stargate sites,2025,39.7837,-100.4459,country,https://openai.com/index/announcing-the-stargate-project/;
g42-uae-us-ai-campus-abu-dhabi,G42 “Stargate” UAE–US AI Campus (Abu Dhabi),5000.0,G42,G42; Khazna Data Centers; OpenAI; Oracle; NVIDIA; Cisco; SoftBank Group,Middle East,United Arab Emirates,Abu Dhabi,Abu Dhabi,Under construction,under construction / first 200 MW Stargate UAE cluster expected in 2026,Grid,Abu Dhabi grid and new infrastructure power context; facility-specific procurement mix not disclosed,Training & inference,"Sovereign AI-grade compute, training, inference, and regional AI cloud services",2026,24.4539,54.3773,exact,https://www.g42.ai/resources/news/g42-lead-consortium-us-partners-build-5gw-uae-us-ai-campus;
neom-oxagon-net-zero-ai-data-center,NEOM/DataVolt Oxagon AI Factory Campus,1500.0,DataVolt,DataVolt; NEOM,Middle East,Saudi Arabia,"Oxagon, NEOM",Oxagon,Announced,agreement signed; phased Oxagon AI factory campus with first phase expected operational by 2028,Renewable,NEOM wind/solar-backed net-zero AI factory campus power plan,Training,AI factory / HPC and training campus,2028,27.569,35.027,exact,https://www.neom.com/en-us/newsroom/datavolt-signs-agreement-with-neom;
aramco-digital-groq-inference-data-center-saudi-arabia,Aramco Digital & Groq Inference Data Center (Saudi Arabia),500.0,Aramco Digital,Aramco Digital; Groq,Middle East,Saudi Arabia,Saudi Arabia (TBD),Riyadh,Announced,announced,Grid,Grid (Saudi national power mix),Inference,Inference (large-scale LLM serving),2026,24.7136,46.6753,exact,https://opendatascience.com/groq-and-aramco-to-build-worlds-largest-ai-inference-center/;
hexagon-data-center-riyadh,Hexagon Data Center — Riyadh,480.0,SDAIA (Saudi Data & AI Authority),SDAIA (Saudi Data & AI Authority),Middle East,Saudi Arabia,Riyadh,Riyadh,Under construction,under_construction,Unknown,Unknown,Unknown,Unknown,,24.713,46.675,exact,https://www.arabianbusiness.com/industries/technology/saudi-arabia-breaks-ground-on-worlds-largest-government-owned-data-center
humain-ai-data-centers-saudi-arabia,Humain AI Data Centers (Saudi Arabia),200.0,Humain,Humain; Amazon Web Services; AMD,Middle East,Saudi Arabia,Riyadh & Dammam,Riyadh,Under construction,under_construction,Grid,Grid (KSA utility power),Training & inference,Training & Inference (national AI cloud),2026,24.7,46.72,exact,https://www.datacenterdynamics.com/en/news/humain-breaks-ground-two-data-centers-with-first-facilities-expected-to-go-live-in-q2-2026/
microsoft-azure-dubai-uae,Microsoft Azure — UAE North (Dubai),200.0,Microsoft,Microsoft,Middle East,United Arab Emirates,Dubai,Dubai,Operational,operational,Mixed,Mixed (Grid + Solar targets),AI (unspecified),"Azure AI, Copilot, Middle East enterprise AI, G42 partnership",2019,25.2048,55.2708,exact,https://azure.microsoft.com/en-us/global-infrastructure/geographies/;
stc-cloud-saudi-ai-data-center,stc Cloud — Saudi Arabia AI Data Centers,200.0,Saudi Telecom Company (stc),Saudi Telecom Company (stc); stc Cloud,Middle East,Saudi Arabia,Riyadh,Riyadh,Operational,operational,Mixed,Mixed,Inference,"Inference, Sovereign AI (Vision 2030 digital services)",2022,24.7136,46.6753,exact,https://stccloud.com/;
asprofin-bank-qatar-hyperscale-ai-dc,Asprofin Bank — Qatar Hyperscale AI Data Center,100.0,Asprofin Bank Corporation,Asprofin Bank Corporation,Middle East,Qatar,Doha,Doha,Planned,planned,Unknown,Unknown,Unknown,Unknown,,25.35,51.5,exact,https://www.morningstar.com/news/asprofin-bank-launches-10bn-hyperscale-ai-data-center-program
khazna-ajman-ai-data-center-uae,Khazna Ajman AI Data Center (UAE),100.0,Khazna Data Centers,Khazna Data Centers,Middle East,United Arab Emirates,Ajman,Ajman,Under construction,under_construction,Grid,Grid (Etihad Water & Electricity),General cloud,General-Purpose (AI cloud & hyperscale),2025,25.405,55.514,exact,https://www.zawya.com/en/press-release/companies-news/uaes-first-ai-optimized-data-center-and-the-largest-in-its-portfolio-powering-the-nations-drive-toward-ai-leadership-i5ewz49h
khazna-qaj1-ajman-ai-data-center,Khazna QAJ1 — Ajman AI Data Center,100.0,Khazna Data Centers,Khazna Data Centers,Middle East,United Arab Emirates,Ajman,Ajman,Under construction,under_construction,Unknown,Unknown,Training & inference,Training and Inference,,25.411,55.435,exact,https://khaznadatacenters.com/press-release/khazna-announces-the-uaes-first-ai-optimized-data-center-and-the-largest-in-its-portfolio-powering-the-nations-drive-toward-ai-leadership/;
microsoft-azure-saudi-arabia-east-dammam,Microsoft Azure — Saudi Arabia East (Dammam),100.0,Microsoft,Microsoft,Middle East,Saudi Arabia,Eastern Province,Dammam,Planned,planned,Unknown,Unknown,General cloud,General Cloud,,26.42,50.088,exact,https://www.datacentremagazine.com/cloud-and-data-centers/microsoft-to-launch-cloud-region-in-saudi-arabia
qai-brookfield-qatar-ai-compute-center,Qai & Brookfield — Qatar AI Compute Center,100.0,Qai (QIA) & Brookfield Asset Management,Qai (QIA) & Brookfield Asset Management,Middle East,Qatar,Doha,Doha,Planned,planned,Unknown,Unknown,Training & inference,Training and Inference,,25.285,51.531,exact,https://www.gccbusinesswatch.com/qai-brookfield-20bn-joint-venture-ai-infrastructure
nebius-mega-or-israel-ai-hub,Nebius & Mega Or — Israel AI Hub,80.0,Nebius & Mega Or,Nebius & Mega Or,Middle East,Israel,Central District,Beit Shemesh,Under construction,under_construction,Unknown,Unknown,Training & inference,Training and Inference,,31.747,34.988,exact,https://thetechcapital.com/nebius-mega-or-to-build-80mw-ai-data-center-in-israel
aws-bahrain-me-south-1-ai-region,Amazon Web Services — Bahrain Middle East Region (me-south-1),60.0,Amazon,Amazon Web Services,Middle East,Bahrain,Capital Governorate,Manama,Operational,operational,Grid,Grid,Inference,"Inference (AWS AI services, Middle East market)",2019,26.2,50.586,exact,https://aws.amazon.com/blogs/aws/now-open-aws-middle-east-bahrain-region/;
aws-israel-tel-aviv-il-central-1,"Amazon Web Services — Israel Region (il-central-1, Tel Aviv)",60.0,Amazon,Amazon Web Services,Middle East,Israel,Tel Aviv District,Tel Aviv,Operational,operational,Grid,Grid,Inference,"Inference (AWS AI services, Israeli tech sector)",2023,32.08,34.78,exact,https://aws.amazon.com/blogs/aws/now-open-aws-israel-tel-aviv-region/;
ai71-ai-data-center-uae-abu-dhabi,AI71 — Abu Dhabi AI Enterprise Cloud,50.0,AI71,AI71; G42; Abu Dhabi Investment Authority,Middle East,United Arab Emirates,Abu Dhabi,Abu Dhabi,Operational,operational,Mixed,Mixed,Inference,"Inference (Falcon model API, enterprise AI)",2024,24.4539,54.3773,exact,https://ai71.ai/;
microsoft-azure-ai-region-kuwait,Microsoft — Azure AI Region (Kuwait),50.0,Microsoft,Microsoft,Middle East,Kuwait,Kuwait City,Kuwait City,Planned,planned,Unknown,Unknown,Unknown,Unknown,,29.375,47.977,exact,https://www.middleeastainews.com/microsoft-to-launch-ai-powered-azure-region-in-kuwait
kaust-supercomputing-saudi-arabia,KAUST — Shaheen III Supercomputer,35.0,King Abdullah University of Science and Technology (KAUST),King Abdullah University of Science and Technology (KAUST); Hewlett Packard Enterprise,Middle East,Saudi Arabia,Makkah,Thuwal,Operational,operational,Mixed,Mixed,AI (unspecified),"Research (scientific AI, Arabic NLP, climate modeling)",2024,22.3059,39.1053,exact,https://www.hpc.kaust.edu.sa/shaheen3;
google-cloud-kuwait-sulaibiya,Google Cloud — Kuwait Sulaibiya,30.0,Google,Google,Middle East,Kuwait,Jahra,Sulaibiya,Planned,planned,Unknown,Unknown,General cloud,General Cloud,,29.288,47.818,exact,https://www.arabtimesonline.com/news/state-audit-bureau-approves-google-cloud-data-centers-in-kuwait
ooredoo-syntys-ai-cloud-data-center-qatar,Ooredoo/Syn‌tys AI Cloud Data Center (Qatar),30.0,Ooredoo,Ooredoo; Syn‌tys; NVIDIA,Middle East,Qatar,Doha,Doha,Operational,operational,Grid,Grid (Qatar General Electricity & Water),Training & inference,Training & Inference (sovereign AI cloud),2024,25.2854,51.531,exact,https://www.datacenterdynamics.com/en/news/ooredoo-launches-ai-cloud-in-qatar-with-nvidia-hopper-gpus/;
tii-technology-innovation-institute-uae,Technology Innovation Institute — Falcon AI Compute (UAE),30.0,Technology Innovation Institute (TII),Technology Innovation Institute (TII); Abu Dhabi Government,Middle East,United Arab Emirates,Abu Dhabi,Abu Dhabi,Operational,operational,Mixed,Mixed,AI (unspecified),Research (Falcon LLMs — Arabic and multilingual AI),2022,24.4539,54.3773,exact,https://www.tii.ae/falcon;
nebius-megaor-national-ai-data-center-israel,Nebius–Mega Or National AI Data Center (Israel),25.0,Nebius,Nebius; Mega Or,Middle East,Israel,Modi'in,Modi'in,Under construction,under_construction,Grid,Grid (Israel Electric Corporation),Training,Training & HPC (national AI infrastructure),2025,31.898,35.0104,exact,https://www.datacenterdynamics.com/en/news/nebius-to-build-140m-israeli-national-ai-supercomputer/;
sds-open-access-ai-supercomputer-israel,SDS “Open-Access” AI Supercomputer (Israel),18.0,SDS (Shonfeld Data Services),SDS (Shonfeld Data Services); VAST Data; NVIDIA,Middle East,Israel,Petah Tikva,Petah Tikva,Operational,operational,Grid,Grid (Israel Electric Corporation),Training,Training & Research (open access),2024,32.0871,34.8874,exact,https://www.calcalistech.com/ctechnews/article/skmvt06bsl;
batelco-qareeb-bahrain-edge-ai-dc,Batelco & Qareeb — Bahrain Edge AI Data Center,10.0,Batelco (Beyon) & Qareeb Data Centers,Batelco (Beyon) & Qareeb Data Centers,Middle East,Bahrain,Southern Governorate,Southern Governorate,Operational,operational,Unknown,Unknown,Inference,Inference,,25.968,50.528,exact,https://www.developingtelecoms.com/batelco-and-qareeb-data-centers-to-launch-bahrain-s-first-edge-dc
oman-data-park-ai-infrastructure,Oman Data Park AI Infrastructure,10.0,Oman Data Park,Oman Data Park; Omantel; NVIDIA,Middle East,Oman,Muscat,Muscat,Operational,operational,Grid,Grid (Oman Electricity Transmission Company),Training & inference,Training & Inference (managed cloud GPUs),2024,23.588,58.3829,exact,https://www.omandatapark.com/press-release/odp-integrates-nvidia-h200-gpus-into-its-ai-platform/;
ooredoo-nvidia-sovereign-ai-lab-kuwait,Ooredoo & NVIDIA — Kuwait Sovereign AI Lab,10.0,Ooredoo Kuwait & NVIDIA,Ooredoo Kuwait & NVIDIA,Middle East,Kuwait,Kuwait City,Kuwait City,Operational,operational,Unknown,Unknown,Unknown,Unknown,,29.311,48.016,exact,https://www.thetechcapital.com/ooredoo-nvidia-launch-sovereign-ai-lab-in-kuwait
aqaba-digital-hub-mega-data-center-jordan,Aqaba Digital Hub “Mega” Data Center (Jordan),6.0,Aqaba Digital Hub,Aqaba Digital Hub,Middle East,Jordan,Aqaba,Aqaba,Operational,operational,Grid,Grid (National Electric Power Company),General cloud,Colocation & AI-ready infrastructure,2024,29.5328,35.0061,exact,https://aqabadigitalhub.com/data-center/;
